,invoice,package_id,qty,unit_price,sale_amount,item_name,date,day,time,transaction,category,store_category,campaign,metro_area,county_1,total_market_sales
65187,1844,9000000766,6.52,1.66,10.82,Milky Way,2018-11-08,Thu,16:49:00,Good,Retail,Type_A,discount_type_1,,,
65189,1844,9000000758,6.53,1.66,10.84,Air Heads,2018-11-08,Thu,16:49:00,Good,Retail,Type_A,discount_type_1,,,
65191,1843,9000000759,1.67,1.7,2.84,100 Grand,2018-11-08,Thu,16:47:00,Good,Retail,Type_A,discount_type_1,,,
65194,1843,9000000765,3.3,1.7,5.61,Snickers,2018-11-08,Thu,16:47:00,Good,Retail,Type_A,discount_type_1,,,
65197,1843,9000000762,1.64,1.7,2.79,Starburst,2018-11-08,Thu,16:47:00,Good,Retail,Type_A,discount_type_1,,,
65200,1842,9000000765,1.67,1.86,3.11,Snickers,2018-11-08,Thu,16:00:00,Good,Retail,Type_A,discount_type_2,,,
65201,1841,9000000765,0.51,2.13,1.09,Snickers,2018-11-08,Thu,15:43:00,Good,Retail,Type_A,discount_type_2,,,
65202,1840,9000000765,3.28,1.64,5.38,Snickers,2018-11-08,Thu,15:29:00,Good,Retail,Type_A,discount_type_1,,,
65206,1840,9000000787,3.28,1.64,5.38,Reeses Miniatures,2018-11-08,Thu,15:29:00,Good,Retail,Type_A,discount_type_1,,,
65210,1840,9000000762,3.27,1.64,5.36,Starburst,2018-11-08,Thu,15:29:00,Good,Retail,Type_A,discount_type_1,,,
65214,1840,9000000759,3.31,1.64,5.43,100 Grand,2018-11-08,Thu,15:29:00,Good,Retail,Type_A,discount_type_1,,,
65218,1837,9000000764,13.12,1.07,14.04,Nestle Butterfinger,2018-11-08,Thu,15:17:00,Good,Retail,Type_A,discount_type_1,,,
65219,1836,9000000758,1.67,2.07,3.46,Air Heads,2018-11-08,Thu,15:08:00,Good,Retail,Type_A,discount_type_1,,,
65220,1835,9000000758,1.67,2.07,3.46,Air Heads,2018-11-08,Thu,15:03:00,Good,Retail,Type_A,discount_type_1,,,
65221,1831,9000000762,1.67,1.81,3.02,Starburst,2018-11-08,Thu,14:39:00,Good,Retail,Type_A,discount_type_1,,,
65223,1831,9000000758,1.67,1.81,3.02,Air Heads,2018-11-08,Thu,14:39:00,Good,Retail,Type_A,discount_type_1,,,
65225,1830,9000000764,0.51,2.36,1.2,Nestle Butterfinger,2018-11-08,Thu,14:31:00,Good,Retail,Type_A,discount_type_1,,,
65226,1828,9000000765,1.67,1.87,3.12,Snickers,2018-11-08,Thu,14:16:00,Good,Retail,Type_A,discount_type_2,,,
65227,1827,9000000765,1.65,1.84,3.04,Snickers,2018-11-08,Thu,14:09:00,Good,Retail,Type_A,discount_type_1,,,
65229,1827,9000000760,1.64,1.84,3.02,Skittles original,2018-11-08,Thu,14:09:00,Good,Retail,Type_A,discount_type_1,,,
65231,1826,9000000787,1.65,1.84,3.04,Reeses Miniatures,2018-11-08,Thu,14:06:00,Good,Retail,Type_A,discount_type_1,,,
65233,1826,9000000758,1.64,1.84,3.02,Air Heads,2018-11-08,Thu,14:06:00,Good,Retail,Type_A,discount_type_1,,,
65235,1825,9000000762,0.5,2.41,1.2,Starburst,2018-11-08,Thu,14:00:00,Good,Retail,Type_A,discount_type_1,,,
65237,1825,9000000761,0.5,2.41,1.2,Reeses Peanut Butter cup,2018-11-08,Thu,14:00:00,Good,Retail,Type_A,discount_type_1,,,
65239,1824,9000000758,6.53,1.66,10.84,Air Heads,2018-11-08,Thu,14:00:00,Good,Retail,Type_A,discount_type_1,,,
65241,1824,9000000766,6.52,1.66,10.82,Milky Way,2018-11-08,Thu,14:00:00,Good,Retail,Type_A,discount_type_1,,,
65243,1823,9000000787,0.94,2.12,1.99,Reeses Miniatures,2018-11-08,Thu,13:56:00,Good,Retail,Type_A,discount_type_1,,,
65245,1823,9000000758,0.48,2.5,1.2,Air Heads,2018-11-08,Thu,13:56:00,Good,Retail,Type_A,discount_type_1,,,
65247,1821,9000000765,0.82,2.1,1.72,Snickers,2018-11-08,Thu,13:37:00,Good,Retail,Type_A,discount_type_1,,,
65248,1820,9000000765,0.48,2.25,1.08,Snickers,2018-11-08,Thu,13:30:00,Good,Retail,Type_A,discount_type_2,,,
65249,1818,9000000765,0.48,2.12,1.02,Snickers,2018-11-08,Thu,13:00:00,Good,Retail,Type_A,discount_type_1,,,
65251,1818,9000000762,0.48,2.12,1.02,Starburst,2018-11-08,Thu,13:00:00,Good,Retail,Type_A,discount_type_1,,,
65253,1815,9000000764,1.65,1.65,2.72,Nestle Butterfinger,2018-11-08,Thu,12:53:00,Good,Retail,Type_A,discount_type_15,,,
65255,1815,9000000757,1.66,1.65,2.74,3 Musketeers,2018-11-08,Thu,12:53:00,Good,Retail,Type_A,discount_type_15,,,
65257,1814,9000000763,1.65,1.84,3.04,Reeses pieces,2018-11-08,Thu,12:49:00,Good,Retail,Type_A,discount_type_1,,,
65259,1814,9000000764,1.63,1.84,3.0,Nestle Butterfinger,2018-11-08,Thu,12:49:00,Good,Retail,Type_A,discount_type_1,,,
65261,1813,9000000765,0.47,2.12,1.0,Snickers,2018-11-08,Thu,12:49:00,Good,Retail,Type_A,discount_type_1,,,
65263,1813,9000000759,0.48,2.12,1.02,100 Grand,2018-11-08,Thu,12:49:00,Good,Retail,Type_A,discount_type_1,,,
65265,1812,9000000762,3.29,1.84,6.05,Starburst,2018-11-08,Thu,12:18:00,Good,Retail,Type_A,discount_type_1,,,
65266,1811,9000000758,1.64,2.1,3.44,Air Heads,2018-11-08,Thu,12:02:00,Good,Retail,Type_A,discount_type_1,,,
65267,1809,9000000764,1.65,1.7,2.8,Nestle Butterfinger,2018-11-08,Thu,11:57:00,Good,Retail,Type_A,discount_type_1,,,
65271,1809,9000000760,1.63,1.7,2.77,Skittles original,2018-11-08,Thu,11:57:00,Good,Retail,Type_A,discount_type_1,,,
65275,1809,9000000763,1.67,1.7,2.84,Reeses pieces,2018-11-08,Thu,11:57:00,Good,Retail,Type_A,discount_type_1,,,
65279,1809,9000000759,1.67,1.7,2.84,100 Grand,2018-11-08,Thu,11:57:00,Good,Retail,Type_A,discount_type_1,,,
65283,1808,9000000757,0.47,2.57,1.21,3 Musketeers,2018-11-08,Thu,11:22:00,Good,Retail,Type_A,discount_type_1,,,
65284,1807,9000000765,1.65,2.1,3.46,Snickers,2018-11-08,Thu,11:20:00,Good,Retail,Type_A,discount_type_1,,,
65285,1806,9000000766,3.28,1.84,6.04,Milky Way,2018-11-08,Thu,11:02:00,Good,Retail,Type_A,discount_type_1,,,
65286,1805,9000000758,3.29,1.03,3.39,Air Heads,2018-11-08,Thu,10:59:00,Good,Retail,Type_A,discount_type_213,,,
65289,1805,9000000787,3.27,1.03,3.37,Reeses Miniatures,2018-11-08,Thu,10:59:00,Good,Retail,Type_A,discount_type_213,,,
65292,1805,9000000763,3.27,1.03,3.37,Reeses pieces,2018-11-08,Thu,10:59:00,Good,Retail,Type_A,discount_type_213,,,
65295,1804,9000000787,0.82,2.11,1.73,Reeses Miniatures,2018-11-08,Thu,10:33:00,Good,Retail,Type_A,discount_type_1,,,
65297,1804,9000000762,0.82,2.11,1.73,Starburst,2018-11-08,Thu,10:33:00,Good,Retail,Type_A,discount_type_1,,,
65299,1803,9000000787,0.51,2.39,1.22,Reeses Miniatures,2018-11-08,Thu,10:32:00,Good,Retail,Type_A,discount_type_1,,,
65300,1802,9000000765,1.65,2.1,3.46,Snickers,2018-11-08,Thu,10:24:00,Good,Retail,Type_A,discount_type_1,,,
65301,1800,9000000760,3.27,1.67,5.46,Skittles original,2018-11-08,Thu,10:13:00,Good,Retail,Type_A,discount_type_15,,,
65302,1799,9000000765,3.3,1.53,5.05,Snickers,2018-11-08,Thu,10:06:00,Good,Retail,Type_A,discount_type_13,,,
65304,1799,9000000758,3.29,1.53,5.03,Air Heads,2018-11-08,Thu,10:06:00,Good,Retail,Type_A,discount_type_13,,,
65306,1797,9000000765,0.48,2.27,1.09,Snickers,2018-11-08,Thu,09:56:00,Good,Retail,Type_A,discount_type_13,,,
65307,1796,9000000760,0.48,2.27,1.09,Skittles original,2018-11-08,Thu,09:42:00,Good,Retail,Type_A,discount_type_13,,,
65308,1795,9000000762,1.65,1.89,3.12,Starburst,2018-11-08,Thu,09:32:00,Good,Retail,Type_A,discount_type_13,,,
65309,1794,9000000759,1.67,1.65,2.76,100 Grand,2018-11-08,Thu,09:32:00,Good,Retail,Type_A,discount_type_13,,,
65311,1794,9000000758,1.64,1.65,2.71,Air Heads,2018-11-08,Thu,09:32:00,Good,Retail,Type_A,discount_type_13,,,
65313,1793,9000000762,3.27,1.54,5.04,Starburst,2018-11-08,Thu,09:03:00,Good,Retail,Type_A,discount_type_13,,,
65315,1793,9000000764,3.27,1.54,5.04,Nestle Butterfinger,2018-11-08,Thu,09:03:00,Good,Retail,Type_A,discount_type_13,,,
65317,1792,9000000757,0.95,1.91,1.81,3 Musketeers,2018-11-08,Thu,08:39:00,Good,Retail,Type_A,discount_type_13,,,
65318,1790,9000000757,3.26,1.0,3.26,3 Musketeers,2018-11-07,Wed,21:44:00,Good,Retail,Type_A,discount_type_1,,,
65322,1790,9000000787,3.26,1.66,5.41,Reeses Miniatures,2018-11-07,Wed,21:44:00,Good,Retail,Type_A,discount_type_1,,,
65326,1790,9000000758,3.26,1.66,5.41,Air Heads,2018-11-07,Wed,21:44:00,Good,Retail,Type_A,discount_type_1,,,
65330,1790,9000000764,3.26,1.66,5.41,Nestle Butterfinger,2018-11-07,Wed,21:44:00,Good,Retail,Type_A,discount_type_1,,,
65334,1789,9000000762,0.51,2.12,1.08,Starburst,2018-11-07,Wed,21:25:00,Good,Retail,Type_A,discount_type_1,,,
65336,1789,9000000766,0.5,2.12,1.06,Milky Way,2018-11-07,Wed,21:25:00,Good,Retail,Type_A,discount_type_1,,,
65338,1788,9000000787,1.67,1.81,3.02,Reeses Miniatures,2018-11-07,Wed,21:09:00,Good,Retail,Type_A,discount_type_1,,,
65340,1788,9000000765,1.67,1.81,3.02,Snickers,2018-11-07,Wed,21:09:00,Good,Retail,Type_A,discount_type_1,,,
65342,1787,9000000761,0.5,2.41,1.2,Reeses Peanut Butter cup,2018-11-07,Wed,20:40:00,Good,Retail,Type_A,discount_type_1,,,
65343,1786,9000000766,1.67,1.87,3.12,Milky Way,2018-11-07,Wed,19:48:00,Good,Retail,Type_A,discount_type_2,,,
65344,1785,9000000763,13.03,1.08,14.07,Reeses pieces,2018-11-07,Wed,19:45:00,Good,Retail,Type_A,discount_type_6,,,
65345,1782,9000000759,0.5,1.91,0.96,100 Grand,2018-11-07,Wed,19:12:00,Good,Retail,Type_A,discount_type_2,,,
65347,1782,9000000764,0.5,1.91,0.96,Nestle Butterfinger,2018-11-07,Wed,19:12:00,Good,Retail,Type_A,discount_type_2,,,
65349,1780,9000000758,1.67,1.86,3.11,Air Heads,2018-11-07,Wed,19:07:00,Good,Retail,Type_A,discount_type_2,,,
65350,1779,9000000787,1.67,1.86,3.11,Reeses Miniatures,2018-11-07,Wed,19:03:00,Good,Retail,Type_A,discount_type_2,,,
65351,1777,9000000764,1.66,1.82,3.02,Nestle Butterfinger,2018-11-07,Wed,18:19:00,Good,Retail,Type_A,discount_type_1,,,
65353,1777,9000000759,1.67,1.82,3.04,100 Grand,2018-11-07,Wed,18:19:00,Good,Retail,Type_A,discount_type_1,,,
65355,1775,9000000762,3.34,1.64,5.48,Starburst,2018-11-07,Wed,18:10:00,Good,Retail,Type_A,discount_type_1,,,
65358,1775,9000000758,3.29,1.64,5.4,Air Heads,2018-11-07,Wed,18:10:00,Good,Retail,Type_A,discount_type_1,,,
65361,1775,9000000759,6.51,1.64,10.68,100 Grand,2018-11-07,Wed,18:10:00,Good,Retail,Type_A,discount_type_1,,,
65364,1772,9000000759,1.65,1.89,3.12,100 Grand,2018-11-07,Wed,17:52:00,Good,Retail,Type_A,discount_type_2,,,
65365,1771,9000000765,6.56,1.65,10.82,Snickers,2018-11-07,Wed,17:45:00,Good,Retail,Type_A,discount_type_1,,,
65367,1771,9000000758,6.51,1.65,10.74,Air Heads,2018-11-07,Wed,17:45:00,Good,Retail,Type_A,discount_type_1,,,
65369,1768,9000000762,13.07,1.65,21.57,Starburst,2018-11-07,Wed,17:01:00,Good,Retail,Type_A,discount_type_1,,,
65370,1766,9000000759,13.12,1.65,21.65,100 Grand,2018-11-07,Wed,16:55:00,Good,Retail,Type_A,discount_type_1,,,
65371,1765,9000000758,1.64,2.1,3.44,Air Heads,2018-11-07,Wed,16:52:00,Good,Retail,Type_A,discount_type_1,,,
65372,1764,9000000762,1.67,1.81,3.02,Starburst,2018-11-07,Wed,16:49:00,Good,Retail,Type_A,discount_type_1,,,
65374,1764,9000000758,3.34,1.81,6.05,Air Heads,2018-11-07,Wed,16:49:00,Good,Retail,Type_A,discount_type_1,,,
65376,1763,9000000758,1.67,1.87,3.12,Air Heads,2018-11-07,Wed,16:47:00,Good,Retail,Type_A,discount_type_2,,,
65377,1762,9000000764,1.66,1.36,2.26,Nestle Butterfinger,2018-11-07,Wed,16:45:00,Good,Retail,Type_A,discount_type_12,,,
65378,1761,9000000763,6.52,1.66,10.82,Reeses pieces,2018-11-07,Wed,16:38:00,Good,Retail,Type_A,discount_type_1,,,
65380,1761,9000000787,6.52,1.66,10.82,Reeses Miniatures,2018-11-07,Wed,16:38:00,Good,Retail,Type_A,discount_type_1,,,
65382,1759,9000000760,3.3,1.83,6.04,Skittles original,2018-11-07,Wed,16:33:00,Good,Retail,Type_A,discount_type_1,,,
65383,1758,9000000760,0.81,2.12,1.72,Skittles original,2018-11-07,Wed,16:31:00,Good,Retail,Type_A,discount_type_1,,,
65385,1758,9000000759,0.81,2.12,1.72,100 Grand,2018-11-07,Wed,16:31:00,Good,Retail,Type_A,discount_type_1,,,
65387,1756,9000000766,0.5,2.41,1.2,Milky Way,2018-11-07,Wed,16:12:00,Good,Retail,Type_A,discount_type_1,,,
65388,1754,9000000758,0.94,2.12,1.99,Air Heads,2018-11-07,Wed,15:52:00,Good,Retail,Type_A,discount_type_1,,,
65389,1749,9000000764,0.51,2.36,1.2,Nestle Butterfinger,2018-11-07,Wed,15:35:00,Good,Retail,Type_A,discount_type_1,,,
65390,1748,9000000765,1.67,1.87,3.12,Snickers,2018-11-07,Wed,15:31:00,Good,Retail,Type_A,discount_type_2,,,
65391,1747,9000000759,0.51,2.36,1.2,100 Grand,2018-11-07,Wed,15:27:00,Good,Retail,Type_A,discount_type_1,,,
65392,1745,9000000766,0.5,2.43,1.22,Milky Way,2018-11-07,Wed,15:17:00,Good,Retail,Type_A,discount_type_1,,,
65393,1744,9000000759,6.55,1.49,9.76,100 Grand,2018-11-07,Wed,15:17:00,Good,Retail,Type_A,discount_type_204,,,
65395,1744,9000000764,6.51,1.49,9.7,Nestle Butterfinger,2018-11-07,Wed,15:17:00,Good,Retail,Type_A,discount_type_204,,,
65397,1743,9000000765,6.56,1.65,10.82,Snickers,2018-11-07,Wed,15:11:00,Good,Retail,Type_A,discount_type_1,,,
65399,1743,9000000764,6.55,1.65,10.81,Nestle Butterfinger,2018-11-07,Wed,15:11:00,Good,Retail,Type_A,discount_type_1,,,
65401,1742,9000000787,1.64,1.2,1.97,Reeses Miniatures,2018-11-07,Wed,14:51:00,Good,Retail,Type_A,discount_type_1,,,
65403,1742,9000000758,1.64,1.2,1.97,Air Heads,2018-11-07,Wed,14:51:00,Good,Retail,Type_A,discount_type_1,,,
65405,1741,9000000787,0.51,2.36,1.2,Reeses Miniatures,2018-11-07,Wed,14:44:00,Good,Retail,Type_A,discount_type_1,,,
65406,1738,9000000759,1.65,1.84,3.04,100 Grand,2018-11-07,Wed,14:23:00,Good,Retail,Type_A,discount_type_1,,,
65408,1738,9000000758,1.64,1.84,3.02,Air Heads,2018-11-07,Wed,14:23:00,Good,Retail,Type_A,discount_type_1,,,
65410,1737,9000000761,1.67,2.07,3.46,Reeses Peanut Butter cup,2018-11-07,Wed,14:21:00,Good,Retail,Type_A,discount_type_1,,,
65411,1734,9000000787,1.64,1.89,3.1,Reeses Miniatures,2018-11-07,Wed,13:50:00,Good,Retail,Type_A,discount_type_204,,,
65412,1733,9000000758,1.64,2.1,3.44,Air Heads,2018-11-07,Wed,13:38:00,Good,Retail,Type_A,discount_type_1,,,
65413,1731,9000000758,0.94,2.12,1.99,Air Heads,2018-11-07,Wed,13:26:00,Good,Retail,Type_A,discount_type_1,,,
65414,1728,9000000765,0.82,2.1,1.72,Snickers,2018-11-07,Wed,12:45:00,Good,Retail,Type_A,discount_type_1,,,
65415,1726,9000000760,0.82,1.84,1.51,Skittles original,2018-11-07,Wed,11:38:00,Good,Retail,Type_A,discount_type_1,,,
65419,1726,9000000758,0.83,1.84,1.53,Air Heads,2018-11-07,Wed,11:38:00,Good,Retail,Type_A,discount_type_1,,,
65423,1726,9000000764,0.81,1.84,1.49,Nestle Butterfinger,2018-11-07,Wed,11:38:00,Good,Retail,Type_A,discount_type_1,,,
65427,1726,9000000765,0.83,1.84,1.53,Snickers,2018-11-07,Wed,11:38:00,Good,Retail,Type_A,discount_type_1,,,
65431,1725,9000000764,3.27,1.85,6.05,Nestle Butterfinger,2018-11-07,Wed,11:36:00,Good,Retail,Type_A,discount_type_1,,,
65432,1724,9000000765,13.14,1.64,21.55,Snickers,2018-11-07,Wed,11:30:00,Good,Retail,Type_A,discount_type_1,,,
65433,1723,9000000762,0.47,2.12,1.0,Starburst,2018-11-07,Wed,10:58:00,Good,Retail,Type_A,discount_type_1,,,
65435,1723,9000000787,0.48,2.12,1.02,Reeses Miniatures,2018-11-07,Wed,10:58:00,Good,Retail,Type_A,discount_type_1,,,
65437,1722,9000000762,1.66,2.09,3.47,Starburst,2018-11-07,Wed,10:45:00,Good,Retail,Type_A,discount_type_1,,,
65438,1721,9000000758,0.83,2.07,1.72,Air Heads,2018-11-07,Wed,10:44:00,Good,Retail,Type_A,discount_type_1,,,
65439,1720,9000000760,0.49,2.47,1.21,Skittles original,2018-11-07,Wed,10:41:00,Good,Retail,Type_A,discount_type_1,,,
65440,1718,9000000757,0.83,2.08,1.73,3 Musketeers,2018-11-07,Wed,10:22:00,Good,Retail,Type_A,discount_type_1,,,
65441,1717,9000000765,1.66,1.88,3.12,Snickers,2018-11-07,Wed,10:09:00,Good,Retail,Type_A,discount_type_13,,,
65442,1716,9000000765,0.48,2.27,1.09,Snickers,2018-11-07,Wed,10:07:00,Good,Retail,Type_A,discount_type_13,,,
65443,1715,9000000759,1.64,1.9,3.12,100 Grand,2018-11-07,Wed,09:53:00,Good,Retail,Type_A,discount_type_13,,,
65444,1713,9000000759,6.53,1.49,9.73,100 Grand,2018-11-07,Wed,09:39:00,Good,Retail,Type_A,discount_type_13,,,
65446,1713,9000000760,6.53,1.49,9.73,Skittles original,2018-11-07,Wed,09:39:00,Good,Retail,Type_A,discount_type_13,,,
65448,1711,9000000765,3.29,1.47,4.84,Snickers,2018-11-07,Wed,09:35:00,Good,Retail,Type_A,discount_type_13,,,
65452,1711,9000000759,3.29,1.47,4.84,100 Grand,2018-11-07,Wed,09:35:00,Good,Retail,Type_A,discount_type_13,,,
65456,1711,9000000764,3.29,1.47,4.84,Nestle Butterfinger,2018-11-07,Wed,09:35:00,Good,Retail,Type_A,discount_type_13,,,
65460,1711,9000000757,3.3,1.47,4.85,3 Musketeers,2018-11-07,Wed,09:35:00,Good,Retail,Type_A,discount_type_13,,,
65464,1710,9000000757,6.53,1.55,10.12,3 Musketeers,2018-11-07,Wed,09:28:00,Good,Retail,Type_A,discount_type_13,,,
65465,1709,9000000759,13.05,1.49,19.44,100 Grand,2018-11-07,Wed,08:59:00,Good,Retail,Type_A,discount_type_2,,,
65466,1707,9000000761,6.54,1.48,9.68,Reeses Peanut Butter cup,2018-11-07,Wed,08:55:00,Good,Retail,Type_A,discount_type_13,,,
65468,1707,9000000759,6.6,1.48,9.77,100 Grand,2018-11-07,Wed,08:55:00,Good,Retail,Type_A,discount_type_13,,,
65470,1705,9000000758,1.65,1.88,3.1,Air Heads,2018-11-07,Wed,08:39:00,Good,Retail,Type_A,discount_type_13,,,
65471,1704,9000000758,0.83,2.08,1.73,Air Heads,2018-11-07,Wed,08:37:00,Good,Retail,Type_A,discount_type_1,,,
65472,1702,9000000765,0.48,2.5,1.2,Snickers,2018-11-07,Wed,08:06:00,Good,Retail,Type_A,discount_type_1,,,
65473,1701,9000000765,6.54,1.54,10.07,Snickers,2018-11-07,Wed,08:03:00,Good,Retail,Type_A,discount_type_13,,,
65474,1700,9000000758,1.16,2.12,2.46,Air Heads,2018-11-06,Tue,20:54:00,Good,Retail,Type_A,discount_type_1,,,
65475,1699,9000000787,1.67,0.02,0.03,Reeses Miniatures,2018-11-06,Tue,20:40:00,Good,Retail,Type_A,discount_type_214,,,
65477,1699,9000000759,1.66,0.02,0.03,100 Grand,2018-11-06,Tue,20:40:00,Good,Retail,Type_A,discount_type_214,,,
65479,1696,9000000758,1.67,2.07,3.46,Air Heads,2018-11-06,Tue,19:48:00,Good,Retail,Type_A,discount_type_1,,,
65480,1695,9000000763,0.97,1.91,1.85,Reeses pieces,2018-11-06,Tue,19:38:00,Good,Retail,Type_A,discount_type_2,,,
65481,1694,9000000762,3.29,1.65,5.43,Starburst,2018-11-06,Tue,19:26:00,Good,Retail,Type_A,discount_type_2,,,
65482,1693,9000000787,3.27,1.72,5.62,Reeses Miniatures,2018-11-06,Tue,19:24:00,Good,Retail,Type_A,discount_type_1,,,
65484,1693,9000000762,3.27,1.72,5.62,Starburst,2018-11-06,Tue,19:24:00,Good,Retail,Type_A,discount_type_1,,,
65486,1692,9000000758,0.51,2.39,1.22,Air Heads,2018-11-06,Tue,19:24:00,Good,Retail,Type_A,discount_type_1,,,
65488,1692,9000000762,0.51,2.36,1.2,Starburst,2018-11-06,Tue,19:24:00,Good,Retail,Type_A,discount_type_1,,,
65490,1691,9000000760,6.52,1.66,10.82,Skittles original,2018-11-06,Tue,19:15:00,Good,Retail,Type_A,discount_type_1,,,
65492,1691,9000000765,6.52,1.66,10.82,Snickers,2018-11-06,Tue,19:15:00,Good,Retail,Type_A,discount_type_1,,,
65494,1690,9000000765,13.03,1.66,21.63,Snickers,2018-11-06,Tue,19:10:00,Good,Retail,Type_A,discount_type_1,,,
65495,1689,9000000758,1.67,2.07,3.46,Air Heads,2018-11-06,Tue,19:08:00,Good,Retail,Type_A,discount_type_1,,,
65497,1689,9000000758,0.97,2.12,2.06,Air Heads,2018-11-06,Tue,19:08:00,Good,Retail,Type_A,discount_type_1,,,
65499,1688,9000000758,1.67,1.64,2.74,Air Heads,2018-11-06,Tue,18:51:00,Good,Retail,Type_A,discount_type_2,,,
65501,1688,9000000763,1.65,1.64,2.71,Reeses pieces,2018-11-06,Tue,18:51:00,Good,Retail,Type_A,discount_type_2,,,
65503,1687,9000000787,1.67,2.07,3.46,Reeses Miniatures,2018-11-06,Tue,18:40:00,Good,Retail,Type_A,discount_type_1,,,
65504,1686,9000000787,0.98,2.12,2.08,Reeses Miniatures,2018-11-06,Tue,18:31:00,Good,Retail,Type_A,discount_type_1,,,
65505,1684,9000000758,0.5,2.41,1.2,Air Heads,2018-11-06,Tue,18:18:00,Good,Retail,Type_A,discount_type_1,,,
65506,1683,9000000760,1.67,2.07,3.46,Skittles original,2018-11-06,Tue,17:42:00,Good,Retail,Type_A,discount_type_1,,,
65507,1682,9000000758,0.51,2.36,1.2,Air Heads,2018-11-06,Tue,17:27:00,Good,Retail,Type_A,discount_type_1,,,
65508,1681,9000000766,1.66,2.09,3.47,Milky Way,2018-11-06,Tue,16:59:00,Good,Retail,Type_A,discount_type_1,,,
65509,1680,9000000763,1.67,1.86,3.11,Reeses pieces,2018-11-06,Tue,16:55:00,Good,Retail,Type_A,discount_type_2,,,
65510,1679,9000000758,0.81,1.91,1.55,Air Heads,2018-11-06,Tue,16:45:00,Good,Retail,Type_A,discount_type_2,,,
65511,1677,9000000760,1.67,2.07,3.46,Skittles original,2018-11-06,Tue,16:31:00,Good,Retail,Type_A,discount_type_1,,,
65512,1675,9000000765,1.67,2.07,3.46,Snickers,2018-11-06,Tue,16:13:00,Good,Retail,Type_A,discount_type_1,,,
65513,1673,9000000758,1.67,2.07,3.46,Air Heads,2018-11-06,Tue,15:57:00,Good,Retail,Type_A,discount_type_1,,,
65514,1672,9000000765,6.53,1.65,10.77,Snickers,2018-11-06,Tue,15:54:00,Good,Retail,Type_A,discount_type_1,,,
65516,1672,9000000759,6.53,1.65,10.77,100 Grand,2018-11-06,Tue,15:54:00,Good,Retail,Type_A,discount_type_1,,,
65518,1671,9000000762,6.51,1.66,10.81,Starburst,2018-11-06,Tue,15:49:00,Good,Retail,Type_A,discount_type_1,,,
65520,1671,9000000764,6.51,1.66,10.81,Nestle Butterfinger,2018-11-06,Tue,15:49:00,Good,Retail,Type_A,discount_type_1,,,
65522,1670,9000000765,1.67,2.07,3.46,Snickers,2018-11-06,Tue,15:34:00,Good,Retail,Type_A,discount_type_1,,,
65523,1669,9000000765,1.67,1.81,3.02,Snickers,2018-11-06,Tue,15:24:00,Good,Retail,Type_A,discount_type_1,,,
65526,1669,9000000763,1.66,1.81,3.0,Reeses pieces,2018-11-06,Tue,15:24:00,Good,Retail,Type_A,discount_type_1,,,
65529,1669,9000000758,1.67,1.81,3.02,Air Heads,2018-11-06,Tue,15:24:00,Good,Retail,Type_A,discount_type_1,,,
65532,1666,A000005754,3.27,1.85,6.05,Reeses Miniatures,2018-11-06,Tue,14:31:00,Good,Retail,Type_A,discount_type_1,,,
65533,1665,9000000758,1.67,1.86,3.11,Air Heads,2018-11-06,Tue,14:25:00,Good,Retail,Type_A,discount_type_2,,,
65534,1664,9000000758,3.3,1.83,6.04,Air Heads,2018-11-06,Tue,14:22:00,Good,Retail,Type_A,discount_type_1,,,
65535,1663,9000000764,6.53,1.66,10.84,Nestle Butterfinger,2018-11-06,Tue,13:55:00,Good,Retail,Type_A,discount_type_1,,,
65537,1663,9000000757,6.52,1.66,10.82,3 Musketeers,2018-11-06,Tue,13:55:00,Good,Retail,Type_A,discount_type_1,,,
65539,1662,9000000763,1.66,1.69,2.81,Reeses pieces,2018-11-06,Tue,13:36:00,Good,Retail,Type_A,discount_type_1,,,
65543,1662,9000000758,1.67,1.69,2.82,Air Heads,2018-11-06,Tue,13:36:00,Good,Retail,Type_A,discount_type_1,,,
65547,1662,9000000764,1.66,1.69,2.81,Nestle Butterfinger,2018-11-06,Tue,13:36:00,Good,Retail,Type_A,discount_type_1,,,
65551,1662,9000000765,1.65,1.69,2.79,Snickers,2018-11-06,Tue,13:36:00,Good,Retail,Type_A,discount_type_1,,,
65555,1661,9000000758,1.65,2.09,3.45,Air Heads,2018-11-06,Tue,13:36:00,Good,Retail,Type_A,discount_type_1,,,
65556,1660,9000000764,1.64,1.85,3.03,Nestle Butterfinger,2018-11-06,Tue,13:24:00,Good,Retail,Type_A,discount_type_1,,,
65558,1660,9000000763,1.63,1.85,3.02,Reeses pieces,2018-11-06,Tue,13:24:00,Good,Retail,Type_A,discount_type_1,,,
65560,1659,9000000765,0.48,2.12,1.02,Snickers,2018-11-06,Tue,13:13:00,Good,Retail,Type_A,discount_type_1,,,
65562,1659,9000000762,0.51,2.12,1.08,Starburst,2018-11-06,Tue,13:13:00,Good,Retail,Type_A,discount_type_1,,,
65564,1657,9000000759,0.47,2.12,1.0,100 Grand,2018-11-06,Tue,13:02:00,Good,Retail,Type_A,discount_type_1,,,
65566,1657,9000000763,1.64,2.12,3.48,Reeses pieces,2018-11-06,Tue,13:02:00,Good,Retail,Type_A,discount_type_1,,,
65568,1656,9000000763,0.5,2.43,1.22,Reeses pieces,2018-11-06,Tue,12:47:00,Good,Retail,Type_A,discount_type_1,,,
