,invoice,package_id,qty,unit_price,sale_amount,item_name,date,day,time,transaction,category,store_category,campaign,metro_area,county_1,total_market_sales
21562,18176,A000006385,1.63,1.06,1.73,Milk Duds,2019-04-15,Mon,10:50:00,Good,Retail,Type_A,discount_type_1,,,
21564,18176,A000006521,1.67,2.07,3.46,Starburst,2019-04-15,Mon,10:50:00,Good,Retail,Type_A,discount_type_1,,,
21566,18175,A000006389,1.63,1.06,1.73,Nestle Butterfinger,2019-04-15,Mon,10:19:00,Good,Retail,Type_A,discount_type_4,,,
21567,18174,A000006389,1.63,1.06,1.73,Nestle Butterfinger,2019-04-15,Mon,10:18:00,Good,Retail,Type_A,discount_type_1,,,
21569,18174,A000006653,1.63,1.06,1.73,Snickers,2019-04-15,Mon,10:18:00,Good,Retail,Type_A,discount_type_1,,,
21571,18173,A000006521,13.04,1.48,19.3,Starburst,2019-04-15,Mon,10:18:00,Good,Retail,Type_A,discount_type_2,,,
21572,18168,A000006521,3.28,1.53,5.02,Starburst,2019-04-15,Mon,10:00:00,Good,Retail,Type_A,discount_type_2,,,
21574,18168,A000006397,3.28,1.53,5.02,Snickers,2019-04-15,Mon,10:00:00,Good,Retail,Type_A,discount_type_2,,,
21576,18167,A000006702,0.48,4.27,2.05,Hersheys Milk Chocolate,2019-04-15,Mon,10:00:00,Good,Retail,Type_A,discount_type_8,,,
21577,18166,9000000822,0.28,0.15,0.04,Reeses Miniatures,2019-04-15,Mon,09:56:00,Good,Retail,Type_A,discount_type_1,,,
21578,18165,A000006524,3.28,1.56,5.12,M&Ms,2019-04-15,Mon,09:52:00,Good,Retail,Type_A,discount_type_8,,,
21579,18161,9000000909,0.28,3.15,0.88,Sour Patch Tricksters,2019-04-15,Mon,09:37:00,Good,Retail,Type_A,discount_type_8,,,
21581,18161,9000000822,0.28,3.15,0.88,Reeses Miniatures,2019-04-15,Mon,09:37:00,Good,Retail,Type_A,discount_type_8,,,
21583,18160,A000006706,1.66,3.44,5.71,Twix,2019-04-15,Mon,08:39:00,Good,Retail,Type_A,discount_type_8,,,
21584,18159,A000006397,0.48,2.11,1.01,Snickers,2019-04-15,Mon,08:29:00,Good,Retail,Type_A,discount_type_8,,,
21585,18158,A000006524,1.64,1.66,2.72,M&Ms,2019-04-14,Sun,21:38:00,Good,Retail,Type_A,discount_type_2,,,
21587,18158,A000006521,1.63,1.66,2.71,Starburst,2019-04-14,Sun,21:38:00,Good,Retail,Type_A,discount_type_2,,,
21589,18157,9000001007,2.84,1.9,5.4,Reeses pieces,2019-04-14,Sun,21:31:00,Good,Retail,Type_A,discount_type_2,,,
21590,18154,A000006521,3.3,1.64,5.41,Starburst,2019-04-14,Sun,21:05:00,Good,Retail,Type_A,discount_type_2,,,
21591,18153,A000006521,1.63,1.64,2.67,Starburst,2019-04-14,Sun,21:02:00,Good,Retail,Type_A,discount_type_2,,,
21593,18153,9000001007,1.67,1.64,2.74,Reeses pieces,2019-04-14,Sun,21:02:00,Good,Retail,Type_A,discount_type_2,,,
21595,18152,A000006385,0.47,1.85,0.87,Milk Duds,2019-04-14,Sun,20:49:00,Good,Retail,Type_A,discount_type_3,,,
21596,18151,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-04-14,Sun,20:37:00,Good,Retail,Type_A,discount_type_2,,,
21598,18151,A000005975,0.28,3.33,0.93,Starburst,2019-04-14,Sun,20:37:00,Good,Retail,Type_A,discount_type_2,,,
21600,18150,A000006557,1.64,2.53,4.15,Hersheys Krackel,2019-04-14,Sun,20:35:00,Good,Retail,Type_A,discount_type_2,,,
21602,18150,A000006514,1.67,2.53,4.23,Mr Good Bar,2019-04-14,Sun,20:35:00,Good,Retail,Type_A,discount_type_2,,,
21604,18149,A000006524,1.67,1.86,3.11,M&Ms,2019-04-14,Sun,20:26:00,Good,Retail,Type_A,discount_type_2,,,
21605,18148,9000001007,1.66,1.63,2.71,Reeses pieces,2019-04-14,Sun,20:09:00,Good,Retail,Type_A,discount_type_2,,,
21609,18148,A000006524,1.67,1.63,2.72,M&Ms,2019-04-14,Sun,20:09:00,Good,Retail,Type_A,discount_type_2,,,
21613,18148,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-04-14,Sun,20:09:00,Good,Retail,Type_A,discount_type_2,,,
21617,18148,A000006611,0.28,3.33,0.93,Whoppers,2019-04-14,Sun,20:09:00,Good,Retail,Type_A,discount_type_2,,,
21621,18146,A000006521,13.07,1.48,19.34,Starburst,2019-04-14,Sun,19:35:00,Good,Retail,Type_A,discount_type_2,,,
21622,18145,9000001007,13.04,1.48,19.3,Reeses pieces,2019-04-14,Sun,19:31:00,Good,Retail,Type_A,discount_type_2,,,
21623,18144,A000006611,0.28,3.33,0.93,Whoppers,2019-04-14,Sun,19:20:00,Good,Retail,Type_A,discount_type_2,,,
21625,18144,A000005975,0.28,3.33,0.93,Starburst,2019-04-14,Sun,19:20:00,Good,Retail,Type_A,discount_type_2,,,
21627,18142,A000006371,1.67,2.68,4.48,Milky Way Simply Caramel,2019-04-14,Sun,19:16:00,Good,Retail,Type_A,discount_type_2,,,
21629,18142,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-04-14,Sun,19:16:00,Good,Retail,Type_A,discount_type_2,,,
21631,18140,A000006703,1.64,3.68,6.04,Haribo Gold Bears,2019-04-14,Sun,19:05:00,Good,Retail,Type_A,discount_type_2,,,
21632,18138,A000006703,0.86,4.12,3.54,Haribo Gold Bears,2019-04-14,Sun,18:59:00,Good,Retail,Type_A,discount_type_1,,,
21633,18137,9000000909,0.28,0.15,0.04,Sour Patch Tricksters,2019-04-14,Sun,18:55:00,Good,Retail,Type_A,discount_type_1,,,
21634,18136,A000006703,0.5,3.73,1.86,Haribo Gold Bears,2019-04-14,Sun,18:37:00,Good,Retail,Type_A,discount_type_2,,,
21635,18135,A000006518,6.53,1.32,8.62,Nerds,2019-04-14,Sun,18:35:00,Good,Retail,Type_A,discount_type_6,,,
21638,18135,9000001037,3.26,1.32,4.3,Lifesavers big ring gummies,2019-04-14,Sun,18:35:00,Good,Retail,Type_A,discount_type_6,,,
21641,18135,A000006673,3.27,1.32,4.32,Baby Ruth,2019-04-14,Sun,18:35:00,Good,Retail,Type_A,discount_type_6,,,
21644,18134,9000001007,0.83,2.06,1.71,Reeses pieces,2019-04-14,Sun,18:32:00,Good,Retail,Type_A,discount_type_1,,,
21646,18134,A000006521,0.84,2.06,1.73,Starburst,2019-04-14,Sun,18:32:00,Good,Retail,Type_A,discount_type_1,,,
21648,18133,A000006706,3.26,1.32,4.3,Twix,2019-04-14,Sun,18:31:00,Good,Retail,Type_A,discount_type_6,,,
21652,18133,A000006557,3.26,1.32,4.3,Hersheys Krackel,2019-04-14,Sun,18:31:00,Good,Retail,Type_A,discount_type_6,,,
21656,18133,A000006703,3.26,1.32,4.3,Haribo Gold Bears,2019-04-14,Sun,18:31:00,Good,Retail,Type_A,discount_type_6,,,
21660,18133,A000006702,3.26,1.32,4.3,Hersheys Milk Chocolate,2019-04-14,Sun,18:31:00,Good,Retail,Type_A,discount_type_6,,,
21664,18132,A000006521,0.53,2.33,1.23,Starburst,2019-04-14,Sun,18:27:00,Good,Retail,Type_A,discount_type_2,,,
21665,18131,A000006524,0.81,1.9,1.54,M&Ms,2019-04-14,Sun,18:24:00,Good,Retail,Type_A,discount_type_2,,,
21666,18130,A000006703,1.64,2.65,4.35,Haribo Gold Bears,2019-04-14,Sun,18:19:00,Good,Retail,Type_A,discount_type_6,,,
21668,18130,A000006524,1.17,1.37,1.6,M&Ms,2019-04-14,Sun,18:19:00,Good,Retail,Type_A,discount_type_6,,,
21670,18129,A000005975,0.28,3.7,1.04,Starburst,2019-04-14,Sun,18:13:00,Good,Retail,Type_A,discount_type_1,,,
21674,18128,A000006613,0.28,3.7,1.04,Peanut M&Ms,2019-04-14,Sun,18:07:00,Good,Retail,Type_A,discount_type_1,,,
21675,18127,A000006524,0.81,2.11,1.71,M&Ms,2019-04-14,Sun,18:06:00,Good,Retail,Type_A,discount_type_1,,,
21677,18127,A000006521,0.81,2.11,1.71,Starburst,2019-04-14,Sun,18:06:00,Good,Retail,Type_A,discount_type_1,,,
21679,18125,A000006703,0.48,3.87,1.86,Haribo Gold Bears,2019-04-14,Sun,17:41:00,Good,Retail,Type_A,discount_type_2,,,
21682,18125,A000005975,0.28,3.33,0.93,Starburst,2019-04-14,Sun,17:41:00,Good,Retail,Type_A,discount_type_2,,,
21685,18125,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-04-14,Sun,17:41:00,Good,Retail,Type_A,discount_type_2,,,
21688,18124,A000006524,0.95,1.9,1.8,M&Ms,2019-04-14,Sun,17:38:00,Good,Retail,Type_A,discount_type_2,,,
21689,18123,A000006521,0.98,1.9,1.86,Starburst,2019-04-14,Sun,17:36:00,Good,Retail,Type_A,discount_type_2,,,
21690,18122,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-04-14,Sun,17:32:00,Good,Retail,Type_A,discount_type_2,,,
21691,18121,A000006524,0.49,2.44,1.2,M&Ms,2019-04-14,Sun,17:28:00,Good,Retail,Type_A,discount_type_1,,,
21693,18121,9000001007,1.65,2.08,3.43,Reeses pieces,2019-04-14,Sun,17:28:00,Good,Retail,Type_A,discount_type_1,,,
21695,18120,9000001007,1.64,1.88,3.08,Reeses pieces,2019-04-14,Sun,17:24:00,Good,Retail,Type_A,discount_type_2,,,
21696,18119,A000006524,3.26,1.85,6.03,M&Ms,2019-04-14,Sun,17:24:00,Good,Retail,Type_A,discount_type_1,,,
21697,18118,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-04-14,Sun,17:18:00,Good,Retail,Type_A,discount_type_2,,,
21698,18113,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-04-14,Sun,16:36:00,Good,Retail,Type_A,discount_type_2,,,
21700,18113,9000001007,3.26,1.66,5.41,Reeses pieces,2019-04-14,Sun,16:36:00,Good,Retail,Type_A,discount_type_2,,,
21702,18111,A000006521,1.66,1.87,3.1,Starburst,2019-04-14,Sun,16:28:00,Good,Retail,Type_A,discount_type_2,,,
21703,18110,A000006517,1.63,3.7,6.03,100 Grand,2019-04-14,Sun,16:14:00,Good,Retail,Type_A,discount_type_2,,,
21706,18110,A000006371,0.5,2.8,1.4,Milky Way Simply Caramel,2019-04-14,Sun,16:14:00,Good,Retail,Type_A,discount_type_2,,,
21709,18110,A000006518,0.5,4.35,2.17,Nerds,2019-04-14,Sun,16:14:00,Good,Retail,Type_A,discount_type_2,,,
21712,18109,A000006516,1.66,3.63,6.03,Hersheys Special Dark,2019-04-14,Sun,16:14:00,Good,Retail,Type_A,discount_type_2,,,
21713,18108,A000006611,0.28,3.33,0.93,Whoppers,2019-04-14,Sun,16:10:00,Good,Retail,Type_A,discount_type_2,,,
21717,18104,A000006521,6.58,1.53,10.07,Starburst,2019-04-14,Sun,15:25:00,Good,Retail,Type_A,discount_type_2,,,
21719,18104,A000006514,1.19,2.76,3.28,Mr Good Bar,2019-04-14,Sun,15:25:00,Good,Retail,Type_A,discount_type_2,,,
21721,18103,A000006521,3.31,1.63,5.4,Starburst,2019-04-14,Sun,15:24:00,Good,Retail,Type_A,discount_type_2,,,
21722,18102,A000005975,0.28,3.33,0.93,Starburst,2019-04-14,Sun,15:24:00,Good,Retail,Type_A,discount_type_2,,,
21723,18101,A000006521,3.26,1.85,6.03,Starburst,2019-04-14,Sun,15:20:00,Good,Retail,Type_A,discount_type_1,,,
21724,18100,9000000822,0.28,3.7,1.04,Reeses Miniatures,2019-04-14,Sun,15:18:00,Good,Retail,Type_A,discount_type_1,,,
21725,18099,A000006521,3.28,1.65,5.41,Starburst,2019-04-14,Sun,15:13:00,Good,Retail,Type_A,discount_type_2,,,
21726,18098,A000006557,0.49,2.82,1.38,Hersheys Krackel,2019-04-14,Sun,15:11:00,Good,Retail,Type_A,discount_type_2,,,
21727,18096,A000006522,0.51,4.74,2.42,Swedish Fish,2019-04-14,Sun,14:54:00,Good,Retail,Type_A,discount_type_1,,,
21731,18096,A000006516,0.94,4.12,3.87,Hersheys Special Dark,2019-04-14,Sun,14:54:00,Good,Retail,Type_A,discount_type_1,,,
21735,18096,A000006608,1.65,2.09,3.45,Snickers Crisper,2019-04-14,Sun,14:54:00,Good,Retail,Type_A,discount_type_1,,,
21739,18096,A000006524,1.66,2.07,3.44,M&Ms,2019-04-14,Sun,14:54:00,Good,Retail,Type_A,discount_type_1,,,
21743,18092,A000006524,1.66,1.83,3.04,M&Ms,2019-04-14,Sun,14:27:00,Good,Retail,Type_A,discount_type_1,,,
21745,18092,A000006608,1.64,1.83,3.0,Snickers Crisper,2019-04-14,Sun,14:27:00,Good,Retail,Type_A,discount_type_1,,,
21747,18091,A000006703,1.66,4.04,6.71,Haribo Gold Bears,2019-04-14,Sun,14:24:00,Good,Retail,Type_A,discount_type_1,,,
21750,18091,A000006514,1.66,3.0,4.98,Mr Good Bar,2019-04-14,Sun,14:24:00,Good,Retail,Type_A,discount_type_1,,,
21753,18091,A000006613,0.28,3.7,1.04,Peanut M&Ms,2019-04-14,Sun,14:24:00,Good,Retail,Type_A,discount_type_1,,,
21756,18090,A000006524,1.66,1.86,3.09,M&Ms,2019-04-14,Sun,14:22:00,Good,Retail,Type_A,discount_type_2,,,
21757,18089,9000000822,0.28,0.15,0.04,Reeses Miniatures,2019-04-14,Sun,14:18:00,Good,Retail,Type_A,discount_type_1,,,
21758,18088,A000006524,1.65,1.87,3.09,M&Ms,2019-04-14,Sun,14:17:00,Good,Retail,Type_A,discount_type_2,,,
21759,18087,9000000822,0.28,2.4,0.67,Reeses Miniatures,2019-04-14,Sun,14:17:00,Good,Retail,Type_A,discount_type_6,,,
21786,18087,9000000909,0.28,2.4,0.67,Sour Patch Tricksters,2019-04-14,Sun,14:17:00,Good,Retail,Type_A,discount_type_6,,,
21813,18087,A000005975,0.28,2.4,0.67,Starburst,2019-04-14,Sun,14:17:00,Good,Retail,Type_A,discount_type_6,,,
21840,18085,A000006524,1.64,1.66,2.72,M&Ms,2019-04-14,Sun,14:09:00,Good,Retail,Type_A,discount_type_2,,,
21842,18085,A000006521,1.63,1.66,2.71,Starburst,2019-04-14,Sun,14:09:00,Good,Retail,Type_A,discount_type_2,,,
21844,18083,A000005975,0.28,3.33,0.93,Starburst,2019-04-14,Sun,13:59:00,Good,Retail,Type_A,discount_type_2,,,
21845,18082,A000006521,6.55,1.47,9.63,Starburst,2019-04-14,Sun,13:56:00,Good,Retail,Type_A,discount_type_2,,,
